,Datetime,SA DPT,SA Temp,RA DPT,SA %RH,RA Temp,RA Humidity,Unit Status
742,2022-06-12 15:43:13,15.8,17.3,15.5,91.4,21.0,71.5,1
743,2022-06-12 15:58:15,11.8,13.3,15.3,91.5,21.0,70.5,1
744,2022-06-12 16:16:41,12.9,14.4,15.0,91.6,21.0,69.0,1
745,2022-06-12 16:31:48,13.3,14.8,14.6,91.6,21.0,67.4,1
746,2022-06-12 16:50:05,11.0,12.5,15.0,91.6,21.0,69.6,1
747,2022-06-12 17:05:48,14.1,15.6,14.8,91.6,20.7,69.5,1
748,2022-06-12 17:21:22,11.6,13.1,15.2,91.6,20.7,70.7,1
749,2022-06-12 17:37:06,13.3,14.6,15.0,91.7,20.7,70.3,1
750,2022-06-12 17:56:47,14.2,15.7,15.4,91.5,20.7,72.2,1
751,2022-06-12 18:12:17,14.1,15.4,14.7,91.7,20.6,68.7,1
752,2022-06-12 18:31:25,11.8,13.1,15.3,91.7,20.6,72.4,1
753,2022-06-12 19:05:35,15.5,17.0,15.0,91.6,20.5,71.2,1
754,2022-06-12 19:20:45,14.8,16.1,14.4,91.7,20.6,68.5,1
755,2022-06-12 19:49:49,15.0,16.5,15.3,91.6,20.6,71.8,1
756,2022-06-12 20:05:16,14.3,15.6,15.9,91.7,20.7,73.7,1
757,2022-06-13 00:10:12,15.7,17.2,19.2,91.6,23.3,77.9,0
758,2022-06-13 00:25:15,17.0,18.5,20.0,91.5,25.0,74.5,0
759,2022-06-13 00:40:32,17.6,19.2,20.4,91.5,25.7,72.8,0
760,2022-06-13 00:57:51,18.4,20.0,20.7,91.5,26.2,71.7,0
761,2022-06-13 01:12:47,19.1,20.7,20.7,91.5,26.4,71.1,0
762,2022-06-13 01:28:57,19.6,21.2,20.8,91.4,26.5,71.0,0
763,2022-06-13 01:42:48,20.1,21.7,20.8,91.5,26.5,71.2,0
764,2022-06-13 02:01:23,20.4,22.0,20.8,91.4,26.5,71.6,0
765,2022-06-13 02:16:30,20.8,22.4,21.0,91.4,26.5,72.0,0
766,2022-06-13 02:26:33,20.8,22.4,21.0,91.4,26.5,72.0,0
767,2022-06-13 02:31:17,21.2,22.8,21.0,91.4,26.5,72.4,0
768,2022-06-13 02:46:58,21.4,23.0,21.0,91.4,26.5,72.6,0
769,2022-06-13 03:03:28,21.5,23.1,21.2,91.4,26.5,72.9,0
770,2022-06-13 03:22:44,21.7,23.3,21.2,91.5,26.5,73.3,0
771,2022-06-13 03:38:31,21.8,23.4,21.3,91.4,26.4,73.8,0
772,2022-06-13 03:52:13,21.8,23.4,21.3,91.4,26.4,74.1,0
773,2022-06-13 04:10:37,21.9,23.5,21.3,91.4,26.4,74.6,0
774,2022-06-13 04:25:02,21.9,23.5,21.5,91.4,26.3,74.8,0
775,2022-06-13 04:40:18,21.9,23.5,21.5,91.4,26.3,75.1,0
776,2022-06-13 04:55:52,22.0,23.6,21.5,91.5,26.3,75.3,0
777,2022-06-13 05:12:21,13.3,14.6,16.6,91.7,24.2,62.8,1
778,2022-06-13 05:27:12,14.2,15.5,14.4,91.7,21.8,63.0,1
779,2022-06-13 05:42:39,13.8,15.1,14.3,91.8,21.0,66.0,1
780,2022-06-13 05:59:27,12.8,14.1,14.3,91.9,20.7,67.3,1
781,2022-06-13 06:18:38,14.3,15.6,14.3,91.9,20.7,67.0,1
782,2022-06-13 06:33:47,11.7,13.0,14.5,92.0,20.7,68.3,1
783,2022-06-13 07:08:38,12.7,14.0,14.3,92.0,20.7,67.1,1
784,2022-06-13 07:27:52,11.9,13.2,14.5,92.1,20.7,67.7,1
785,2022-06-13 07:44:22,12.7,14.0,13.8,92.1,20.7,65.6,1
786,2022-06-13 08:00:48,11.7,13.0,14.4,92.2,20.8,67.4,1
787,2022-06-13 08:15:26,14.9,16.2,14.2,92.1,20.9,66.4,1
788,2022-06-13 08:30:49,14.2,15.5,14.1,92.1,21.0,65.0,1
789,2022-06-13 08:48:47,12.7,14.0,14.1,92.2,21.0,65.2,1
790,2022-06-13 09:07:24,15.3,16.6,14.5,92.1,20.9,67.5,1
791,2022-06-13 09:22:22,18.8,20.2,17.2,91.9,21.5,76.7,1
792,2022-06-13 09:37:15,13.7,16.8,17.0,81.8,23.1,69.0,1
793,2022-06-13 09:53:17,14.0,15.5,15.1,90.9,23.1,61.5,1
794,2022-06-13 10:08:15,12.7,14.2,15.7,91.5,22.9,63.9,1
795,2022-06-13 10:23:53,14.2,15.5,14.7,91.7,22.1,63.2,1
796,2022-06-13 10:38:17,12.1,13.4,14.8,91.9,21.7,64.8,1
797,2022-06-13 10:54:19,12.2,13.5,15.0,92.0,21.7,66.0,1
798,2022-06-13 11:08:30,13.2,14.5,14.9,92.0,21.6,65.7,1
799,2022-06-13 11:24:20,12.4,13.7,14.8,92.1,21.7,65.5,1
800,2022-06-13 11:44:51,16.0,17.4,15.8,91.9,22.0,67.7,1
801,2022-06-13 11:59:17,12.1,13.4,15.4,92.1,22.1,65.7,1
802,2022-06-13 12:14:13,12.3,13.6,15.3,92.0,21.8,67.0,1
803,2022-06-13 12:28:50,13.1,14.4,16.7,92.0,22.0,71.7,1
804,2022-06-13 12:43:51,13.6,14.9,15.9,92.1,21.7,70.1,1
805,2022-06-13 12:59:02,12.7,14.0,15.4,92.2,21.4,68.8,1
806,2022-06-13 13:13:59,15.1,16.4,14.9,92.1,21.6,65.7,1
807,2022-06-13 13:34:25,15.0,16.3,14.6,92.2,22.0,63.3,1
808,2022-06-13 13:50:32,15.9,17.3,15.5,92.1,22.0,66.9,1
809,2022-06-13 14:08:54,13.4,14.7,15.0,92.2,21.5,66.7,1
810,2022-06-13 14:25:59,14.0,15.3,14.9,92.2,21.3,67.0,1
811,2022-06-13 14:46:45,16.2,17.6,15.6,92.1,21.1,71.2,1
812,2022-06-13 15:21:08,12.3,13.6,15.3,92.2,21.0,70.0,1
813,2022-06-13 15:36:32,15.7,17.0,15.1,92.2,20.8,70.2,1
814,2022-06-13 15:54:05,15.1,16.4,14.6,92.2,20.8,68.3,1
815,2022-06-13 16:08:05,12.7,14.0,14.3,92.3,20.7,66.9,1
816,2022-06-13 16:23:35,14.0,15.3,14.8,92.3,20.8,69.0,1
817,2022-06-13 16:37:53,15.6,16.9,15.2,92.2,20.9,69.7,1
818,2022-06-13 16:55:33,15.5,16.8,15.2,92.2,20.7,71.0,1
819,2022-06-13 17:13:05,11.6,12.9,15.5,92.3,20.8,72.4,1
820,2022-06-13 17:29:17,13.2,14.5,14.8,92.3,20.7,68.7,1
821,2022-06-13 17:46:13,15.7,17.0,15.2,92.2,20.7,71.4,1
822,2022-06-13 18:01:46,15.1,16.4,14.9,92.3,20.6,69.7,1
823,2022-06-13 18:16:03,12.1,13.4,15.2,92.4,20.9,70.0,1
824,2022-06-13 18:34:32,12.4,13.7,15.1,92.3,20.6,71.4,1
825,2022-06-13 18:55:01,15.0,16.3,14.8,92.2,20.3,70.9,1
826,2022-06-14 00:01:21,14.6,15.9,15.7,92.2,20.5,74.4,1
827,2022-06-14 00:11:24,14.6,15.9,15.7,92.2,20.5,74.4,1
830,2022-06-14 00:17:12,18.4,19.8,21.1,91.9,26.6,72.4,0
831,2022-06-14 00:27:15,18.4,19.8,21.1,91.9,26.6,72.4,0
832,2022-06-14 00:35:25,19.9,21.3,21.3,91.8,27.1,71.4,0
833,2022-06-14 00:45:28,19.9,21.3,21.3,91.8,27.1,71.4,0
834,2022-06-14 00:50:32,20.9,22.3,22.5,91.8,27.2,76.5,0
835,2022-06-14 01:00:35,20.9,22.3,22.5,91.8,27.2,76.5,0
836,2022-06-14 01:05:40,21.6,23.0,21.8,91.7,26.7,75.0,0
837,2022-06-14 01:15:43,21.6,23.0,21.8,91.7,26.7,75.0,0
838,2022-06-14 01:20:28,22.0,23.4,21.6,91.7,26.5,75.3,0
839,2022-06-14 01:30:31,22.0,23.4,21.6,91.7,26.5,75.3,0
840,2022-06-14 01:36:21,22.5,23.9,21.9,91.7,26.5,76.3,0
841,2022-06-14 01:46:24,22.5,23.9,21.9,91.7,26.5,76.3,0
842,2022-06-14 01:50:04,21.6,23.0,22.0,91.7,25.0,84.5,1
843,2022-06-14 02:00:07,21.6,23.0,22.0,91.7,25.0,84.5,1
844,2022-06-14 02:05:58,15.7,17.0,16.9,91.8,23.2,68.4,1
845,2022-06-14 02:16:01,15.7,17.0,16.9,91.8,23.2,68.4,1
846,2022-06-14 02:24:12,14.6,15.9,15.4,91.9,21.2,70.2,1
847,2022-06-14 02:34:15,14.6,15.9,15.4,91.9,21.2,70.2,1
848,2022-06-14 02:57:33,14.2,15.5,15.6,91.9,20.9,72.5,1
849,2022-06-14 03:07:36,14.2,15.5,15.6,91.9,20.9,72.5,1
850,2022-06-14 03:10:49,11.5,12.8,14.7,92.1,20.9,68.4,1
851,2022-06-14 03:20:52,11.5,12.8,14.7,92.1,20.9,68.4,1
852,2022-06-14 03:43:32,14.9,16.2,14.8,92.1,21.0,68.4,1
853,2022-06-14 03:53:35,14.9,16.2,14.8,92.1,21.0,68.4,1
854,2022-06-14 03:59:27,11.8,13.1,15.7,92.1,21.2,70.9,1
855,2022-06-14 04:09:30,11.8,13.1,15.7,92.1,21.2,70.9,1
856,2022-06-14 04:15:09,14.6,15.9,14.9,92.1,21.3,67.0,1
857,2022-06-14 04:25:12,14.6,15.9,14.9,92.1,21.3,67.0,1
858,2022-06-14 04:30:53,22.1,23.7,19.8,91.1,23.5,80.3,1
859,2022-06-14 04:40:56,22.1,23.7,19.8,91.1,23.5,80.3,1
860,2022-06-14 04:47:51,13.5,15.2,16.4,90.4,23.2,66.5,1
861,2022-06-14 04:57:54,13.5,15.2,16.4,90.4,23.2,66.5,1
862,2022-06-14 05:23:53,14.9,16.4,15.6,91.2,22.6,65.0,1
863,2022-06-14 05:33:56,14.9,16.4,15.6,91.2,22.6,65.0,1
864,2022-06-14 05:39:22,15.1,16.6,15.5,91.3,22.5,64.8,1
865,2022-06-14 05:49:25,15.1,16.6,15.5,91.3,22.5,64.8,1
866,2022-06-14 06:02:57,14.5,16.0,15.5,91.4,22.5,65.4,1
867,2022-06-14 06:13:00,14.5,16.0,15.5,91.4,22.5,65.4,1
868,2022-06-14 06:19:27,11.6,13.1,15.7,91.4,22.4,66.4,1
869,2022-06-14 06:29:30,11.6,13.1,15.7,91.4,22.4,66.4,1
870,2022-06-14 06:34:29,14.0,15.5,15.9,91.4,22.1,68.1,1
871,2022-06-14 06:44:32,14.0,15.5,15.9,91.4,22.1,68.1,1
872,2022-06-14 06:53:08,13.0,14.3,15.1,91.7,22.0,65.4,1
873,2022-06-14 07:03:11,13.0,14.3,15.1,91.7,22.0,65.4,1
874,2022-06-14 07:09:06,13.2,14.5,14.8,91.7,22.0,64.4,1
875,2022-06-14 07:19:09,13.2,14.5,14.8,91.7,22.0,64.4,1
876,2022-06-14 07:28:46,12.0,13.3,15.3,91.8,22.0,66.1,1
877,2022-06-14 07:38:49,12.0,13.3,15.3,91.8,22.0,66.1,1
878,2022-06-14 07:44:48,13.5,14.8,15.7,91.8,21.7,69.4,1
879,2022-06-14 07:54:51,13.5,14.8,15.7,91.8,21.7,69.4,1
880,2022-06-14 08:02:47,14.8,16.1,16.1,91.8,21.6,71.2,1
881,2022-06-14 08:12:50,14.8,16.1,16.1,91.8,21.6,71.2,1
882,2022-06-14 08:18:39,14.3,15.6,15.8,91.9,21.3,71.0,1
883,2022-06-14 08:28:42,14.3,15.6,15.8,91.9,21.3,71.0,1
884,2022-06-14 08:36:45,15.2,16.5,14.8,92.0,21.2,67.6,1
885,2022-06-14 08:46:48,15.2,16.5,14.8,92.0,21.2,67.6,1
886,2022-06-14 08:52:41,15.8,17.1,15.9,91.9,21.2,71.7,1
887,2022-06-14 09:02:44,15.8,17.1,15.9,91.9,21.2,71.7,1
888,2022-06-14 09:11:28,15.7,17.0,15.3,92.0,21.0,69.9,1
889,2022-06-14 09:21:31,15.7,17.0,15.3,92.0,21.0,69.9,1
892,2022-06-14 09:27:00,15.9,17.3,15.5,92.1,21.0,71.0,1
893,2022-06-15 00:16:21,17.4,18.8,16.6,92.0,21.1,75.9,1
894,2022-06-15 00:26:24,17.4,18.8,16.6,92.0,21.1,75.9,1
895,2022-06-15 00:33:20,20.1,21.5,20.6,91.8,26.1,71.7,0
896,2022-06-15 00:43:23,20.1,21.5,20.6,91.8,26.1,71.7,0
897,2022-06-15 00:53:07,21.3,22.7,20.9,91.8,26.6,70.8,0
898,2022-06-15 01:03:10,21.3,22.7,20.9,91.8,26.6,70.8,0
899,2022-06-15 01:29:29,22.1,23.5,21.0,91.7,26.8,71.4,0
900,2022-06-15 01:39:32,22.1,23.5,21.0,91.7,26.8,71.4,0
901,2022-06-15 01:44:20,22.5,23.9,21.3,91.7,26.8,72.2,0
902,2022-06-15 01:54:23,22.5,23.9,21.3,91.7,26.8,72.2,0
903,2022-06-15 02:01:21,22.8,24.2,21.4,91.7,26.7,72.8,0
904,2022-06-15 02:11:24,22.8,24.2,21.4,91.7,26.7,72.8,0
905,2022-06-15 02:18:02,22.9,24.3,21.6,91.7,26.7,73.9,0
906,2022-06-15 02:28:05,22.9,24.3,21.6,91.7,26.7,73.9,0
907,2022-06-15 02:52:03,23.0,24.4,21.7,91.7,26.6,74.7,0
908,2022-06-15 03:02:06,23.0,24.4,21.7,91.7,26.6,74.7,0
909,2022-06-15 03:09:52,23.0,24.4,21.6,91.7,26.5,75.2,0
910,2022-06-15 03:19:55,23.0,24.4,21.6,91.7,26.5,75.2,0
911,2022-06-15 03:25:11,22.7,24.3,21.7,91.6,26.3,76.1,0
912,2022-06-15 03:35:14,22.7,24.3,21.7,91.6,26.3,76.1,0
913,2022-06-15 03:43:42,22.4,24.2,21.4,90.0,26.9,72.4,0
914,2022-06-15 03:53:45,22.4,24.2,21.4,90.0,26.9,72.4,0
915,2022-06-15 04:00:36,20.8,24.3,20.5,81.1,27.8,65.2,0
916,2022-06-15 04:10:39,20.8,24.3,20.5,81.1,27.8,65.2,0
917,2022-06-15 04:20:22,15.3,16.8,15.2,91.2,21.7,67.5,1
918,2022-06-15 04:30:25,15.3,16.8,15.2,91.2,21.7,67.5,1
919,2022-06-15 04:36:57,12.0,13.3,15.5,91.7,21.3,70.0,1
920,2022-06-15 04:52:12,13.4,14.7,14.4,91.9,21.1,66.1,1
921,2022-06-15 05:02:15,13.4,14.7,14.4,91.9,21.1,66.1,1
922,2022-06-15 05:08:02,13.3,14.6,14.9,92.0,21.1,68.6,1
923,2022-06-15 05:18:05,13.3,14.6,14.9,92.0,21.1,68.6,1
924,2022-06-15 05:27:33,14.6,15.9,15.6,92.0,21.4,70.0,1
925,2022-06-15 05:37:36,14.6,15.9,15.6,92.0,21.4,70.0,1
926,2022-06-15 06:03:17,14.3,15.6,14.8,92.2,21.5,66.4,1
927,2022-06-15 06:13:20,14.3,15.6,14.8,92.2,21.5,66.4,1
928,2022-06-15 06:18:55,21.4,22.8,21.3,91.8,31.2,56.5,0
929,2022-06-15 06:28:58,21.4,22.8,21.3,91.8,31.2,56.5,0
930,2022-06-15 06:33:23,12.9,14.2,15.6,92.2,22.8,64.5,1
931,2022-06-15 06:43:26,12.9,14.2,15.6,92.2,22.8,64.5,1
932,2022-06-15 06:48:38,11.9,13.2,15.1,92.2,22.3,64.5,1
933,2022-06-15 06:58:41,11.9,13.2,15.1,92.2,22.3,64.5,1
934,2022-06-15 07:04:02,12.4,13.7,16.0,92.1,22.2,67.8,1
935,2022-06-15 07:14:05,12.4,13.7,16.0,92.1,22.2,67.8,1
936,2022-06-15 07:18:53,11.7,13.0,15.6,92.2,22.3,65.8,1
937,2022-06-15 07:28:56,11.7,13.0,15.6,92.2,22.3,65.8,1
938,2022-06-15 07:33:58,14.0,15.3,15.0,92.2,22.2,64.1,1
939,2022-06-15 07:44:01,14.0,15.3,15.0,92.2,22.2,64.1,1
940,2022-06-15 07:51:02,14.2,15.5,15.1,92.2,22.1,64.7,1
941,2022-06-15 08:01:05,14.2,15.5,15.1,92.2,22.1,64.7,1
942,2022-06-15 08:07:00,14.3,15.6,15.1,92.2,22.0,64.7,1
943,2022-06-15 08:17:03,14.3,15.6,15.1,92.2,22.0,64.7,1
944,2022-06-15 08:25:30,14.5,15.8,15.0,92.3,21.9,65.2,1
945,2022-06-15 08:35:33,14.5,15.8,15.0,92.3,21.9,65.2,1
946,2022-06-15 08:40:14,11.6,12.9,15.4,92.3,21.4,68.7,1
947,2022-06-15 08:50:17,11.6,12.9,15.4,92.3,21.4,68.7,1
948,2022-06-15 09:01:07,11.4,12.7,14.9,92.3,21.4,67.0,1
949,2022-06-15 09:11:10,11.4,12.7,14.9,92.3,21.4,67.0,1
950,2022-06-15 09:17:58,12.2,13.5,14.6,92.4,21.0,67.4,1
951,2022-06-15 09:28:01,12.2,13.5,14.6,92.4,21.0,67.4,1
952,2022-06-15 09:31:52,12.3,13.6,14.8,92.4,21.0,67.9,1
953,2022-06-15 09:41:55,12.3,13.6,14.8,92.4,21.0,67.9,1
954,2022-06-15 09:46:47,13.8,15.1,20.5,92.3,27.2,67.2,0
955,2022-06-15 09:56:50,13.8,15.1,20.5,92.3,27.2,67.2,0
956,2022-06-15 10:02:18,14.8,16.1,15.7,92.3,21.5,70.2,1
957,2022-06-15 10:12:21,14.8,16.1,15.7,92.3,21.5,70.2,1
958,2022-06-15 10:20:28,13.6,14.9,16.4,92.2,21.1,75.6,1
959,2022-06-15 10:30:31,13.6,14.9,16.4,92.2,21.1,75.6,1
960,2022-06-15 10:36:37,16.6,18.0,15.9,92.2,21.4,71.5,1
961,2022-06-15 10:46:40,16.6,18.0,15.9,92.2,21.4,71.5,1
962,2022-06-15 10:54:38,15.8,17.1,15.2,92.3,20.9,69.9,1
963,2022-06-15 11:04:41,15.8,17.1,15.2,92.3,20.9,69.9,1
964,2022-06-15 11:11:32,12.5,13.8,15.4,92.4,20.9,71.6,0
965,2022-06-16 00:10:27,14.9,16.2,20.1,92.3,25.4,73.3,0
966,2022-06-16 00:24:26,16.1,17.5,20.3,92.2,26.3,70.6,0
967,2022-06-16 00:41:37,17.1,18.5,20.5,92.2,26.7,69.0,0
968,2022-06-16 01:02:24,18.0,19.4,20.4,92.1,26.9,68.4,0
969,2022-06-16 01:19:21,18.8,20.2,20.4,92.0,26.9,68.2,0
970,2022-06-16 01:35:39,19.4,20.8,20.4,92.0,26.9,68.5,0
971,2022-06-16 01:51:36,20.0,21.4,20.7,92.0,26.9,69.2,0
972,2022-06-16 02:10:31,20.4,21.8,20.9,92.0,26.9,69.7,0
973,2022-06-16 02:44:35,20.8,22.2,20.9,91.9,26.9,70.0,0
974,2022-06-16 03:00:28,21.1,22.5,20.9,91.9,26.9,70.4,0
975,2022-06-16 03:18:57,21.3,22.7,21.1,91.9,26.9,70.7,0
976,2022-06-16 03:36:22,21.5,22.9,21.1,91.9,26.9,71.2,0
977,2022-06-16 03:55:24,21.6,23.0,21.3,92.0,26.8,71.9,0
978,2022-06-16 04:11:57,21.8,23.2,21.5,91.9,26.8,72.7,0
979,2022-06-16 04:28:46,21.9,23.3,21.4,92.0,26.7,73.4,0
980,2022-06-16 04:43:59,22.0,23.4,21.6,92.0,26.7,73.7,0
981,2022-06-16 05:17:04,22.1,23.5,21.6,91.9,26.7,73.9,0
982,2022-06-16 05:35:24,22.2,23.6,21.6,92.0,26.7,74.0,0
983,2022-06-16 05:50:35,22.3,23.7,21.6,91.9,26.7,74.0,0
984,2022-06-16 06:08:10,22.3,23.7,21.7,92.0,26.8,74.1,0
985,2022-06-16 06:23:28,12.5,13.8,15.5,92.3,23.8,60.6,1
986,2022-06-16 06:42:35,11.4,12.7,15.1,92.4,22.0,64.7,1
987,2022-06-16 06:59:32,15.2,16.5,15.3,92.2,21.3,69.1,1
988,2022-06-16 07:17:09,11.4,12.7,14.9,92.5,21.3,67.3,1
989,2022-06-16 07:33:43,12.3,13.6,15.3,92.4,21.1,70.6,1
990,2022-06-16 07:52:02,14.6,15.9,14.8,92.4,21.0,68.2,1
991,2022-06-16 08:08:01,13.9,15.2,14.6,92.4,21.0,67.4,1
992,2022-06-16 08:23:47,11.5,12.8,15.2,92.5,21.2,69.2,1
993,2022-06-16 08:38:51,11.6,12.9,15.1,92.5,21.3,68.6,1
994,2022-06-16 08:57:24,13.9,15.2,15.2,92.4,21.2,69.2,1
995,2022-06-16 09:12:12,14.2,15.5,15.1,92.4,21.3,68.4,1
996,2022-06-16 09:32:06,14.5,15.8,14.5,92.4,21.2,66.4,1
997,2022-06-16 09:46:41,15.5,16.8,15.5,92.4,21.3,70.4,1
998,2022-06-16 10:04:44,19.8,21.2,19.2,92.2,22.5,82.4,1
999,2022-06-16 10:39:43,22.6,24.0,20.5,91.9,24.7,78.1,1
1000,2022-06-16 10:55:20,12.6,13.9,15.6,92.1,23.1,63.1,1
1001,2022-06-16 11:08:59,13.3,14.6,15.8,92.0,22.5,66.5,1
1002,2022-06-16 11:27:00,12.8,14.1,15.4,92.1,22.1,66.0,1
1003,2022-06-16 11:41:43,14.9,16.2,16.3,92.0,22.1,70.1,1
1004,2022-06-16 11:58:59,12.1,13.4,15.3,92.2,22.0,66.6,1
1005,2022-06-16 12:15:43,15.9,17.3,15.4,92.0,22.1,66.3,1
1006,2022-06-16 12:31:03,12.1,13.4,16.1,92.1,22.3,67.7,1
1007,2022-06-16 12:47:13,15.1,16.4,15.4,92.1,22.1,66.1,1
1008,2022-06-16 13:03:19,14.6,15.9,15.7,92.1,22.2,67.5,1
1009,2022-06-16 13:19:40,13.8,15.1,15.2,92.1,22.2,64.9,1
1010,2022-06-16 13:33:32,14.5,15.8,15.0,92.1,22.2,64.6,1
1011,2022-06-16 13:48:35,13.3,14.6,16.0,92.1,22.0,69.0,1
1012,2022-06-16 14:03:26,16.4,17.8,16.0,92.1,22.0,68.8,1
1013,2022-06-16 14:21:24,14.5,15.8,14.8,92.2,21.7,65.2,1
1014,2022-06-16 14:37:51,12.6,13.9,15.8,92.2,22.0,68.3,1
1015,2022-06-16 14:56:58,14.0,15.3,15.4,92.2,21.9,66.9,1
1016,2022-06-16 15:12:49,13.7,15.0,14.6,92.2,21.8,64.5,1
1017,2022-06-16 15:33:48,11.7,13.0,15.2,92.2,21.7,67.5,1
1018,2022-06-16 15:48:34,13.3,14.6,14.9,92.3,21.6,66.0,1
1019,2022-06-16 16:04:49,14.6,15.9,15.4,92.2,21.6,68.1,1
1020,2022-06-16 16:19:04,12.5,13.8,14.9,92.3,21.4,66.7,1
1021,2022-06-16 16:35:05,14.5,15.8,14.9,92.3,21.3,67.0,1
1022,2022-06-16 16:48:50,11.9,13.2,15.9,92.3,21.4,70.8,1
1023,2022-06-16 17:04:39,11.6,12.9,15.3,92.3,21.3,68.8,1
1024,2022-06-16 17:25:45,14.6,15.9,15.2,92.3,21.4,67.9,1
1025,2022-06-16 17:41:19,14.5,15.8,14.9,92.3,21.3,67.2,1
1026,2022-06-16 18:01:32,12.4,13.7,15.7,92.3,21.0,71.8,1
1027,2022-06-16 18:16:12,12.3,13.6,14.9,92.4,20.9,68.7,1
1028,2022-06-16 18:32:46,15.6,16.9,15.4,92.3,20.9,70.8,1
1029,2022-06-16 18:49:19,11.8,13.1,15.6,92.3,20.9,72.1,1
1030,2022-06-16 19:03:52,13.1,14.4,15.0,92.4,20.7,70.3,1
1031,2022-06-16 19:19:12,11.0,12.3,15.4,92.4,20.7,72.1,1
1032,2022-06-16 19:34:59,16.2,17.6,15.3,92.3,20.6,72.0,1
1033,2022-06-16 19:55:58,15.6,16.9,15.9,92.3,20.8,73.8,1
1034,2022-06-17 00:00:32,19.1,20.5,20.4,92.0,25.9,72.5,0
1035,2022-06-17 00:15:18,18.1,19.5,17.8,92.2,21.9,77.7,0
1036,2022-06-17 00:34:17,20.1,21.5,20.9,92.0,26.6,70.8,0
1037,2022-06-17 00:49:25,20.7,22.1,20.9,92.0,26.9,70.2,0
1038,2022-06-17 01:06:51,21.3,22.7,20.9,92.0,27.1,69.5,0
1039,2022-06-17 01:23:32,21.8,23.2,21.1,92.0,27.4,68.9,0
1040,2022-06-17 01:41:29,22.1,23.5,21.0,92.0,27.3,69.6,0
1041,2022-06-17 01:57:27,22.4,23.8,21.2,91.9,27.5,69.5,0
1042,2022-06-17 02:15:46,22.6,24.0,21.5,91.9,27.5,69.9,0
1043,2022-06-17 02:30:53,22.7,24.1,21.7,91.9,27.5,70.9,0
1044,2022-06-17 02:50:39,22.9,24.3,21.8,91.9,27.6,70.8,0
1045,2022-06-17 03:06:05,23.0,24.4,21.9,91.9,27.5,71.9,0
1046,2022-06-17 03:23:52,23.1,24.5,21.8,91.9,27.6,71.5,0
1047,2022-06-17 03:38:49,23.2,24.6,21.9,91.9,27.5,72.0,0
1048,2022-06-17 03:56:22,23.2,24.6,21.9,91.9,27.5,71.7,0
1049,2022-06-17 04:12:20,23.2,24.6,21.9,91.9,27.5,71.8,0
1050,2022-06-17 04:30:04,23.2,24.6,21.9,91.9,27.5,72.4,0
1051,2022-06-17 04:46:06,23.2,24.6,22.2,91.9,27.5,72.9,0
1052,2022-06-17 05:05:05,23.3,24.7,21.9,91.8,27.5,72.6,0
1053,2022-06-17 05:21:19,19.7,21.1,21.3,91.7,25.5,77.9,1
1054,2022-06-17 05:39:14,12.7,14.2,16.0,91.6,23.3,64.0,1
1055,2022-06-17 05:55:57,15.4,16.7,14.9,91.8,21.6,66.3,1
1056,2022-06-17 06:15:13,11.1,12.4,14.7,92.0,21.4,66.5,1
1057,2022-06-17 06:30:13,15.5,16.8,15.4,92.0,20.9,70.8,1
1058,2022-06-17 06:46:42,11.1,12.4,16.3,92.1,21.2,74.5,1
1059,2022-06-17 07:03:03,14.1,15.4,15.6,92.2,20.9,72.5,1
1060,2022-06-17 07:21:35,11.2,12.5,16.1,92.3,21.2,73.5,1
1061,2022-06-17 07:36:01,13.4,14.7,15.8,92.2,20.9,73.6,1
1062,2022-06-17 07:54:14,14.6,15.9,15.8,92.3,20.9,73.4,1
1063,2022-06-17 08:10:11,13.6,14.9,15.2,92.4,20.9,70.5,1
1064,2022-06-17 08:29:15,12.0,13.3,15.7,92.4,21.0,72.3,1
1065,2022-06-17 08:45:28,12.8,14.1,15.8,92.4,21.1,71.7,1
1066,2022-06-17 09:04:38,11.3,12.6,16.1,92.4,21.6,71.3,1
1067,2022-06-17 09:22:08,12.1,13.4,20.7,92.5,29.6,59.5,0
1068,2022-06-17 09:38:41,13.4,14.7,17.2,92.4,22.8,71.1,1
1069,2022-06-17 09:54:30,16.1,17.5,16.2,92.3,22.0,69.8,1
1070,2022-06-17 10:08:48,12.2,13.5,16.9,92.5,21.8,73.8,1
1071,2022-06-17 10:24:29,16.3,17.7,16.9,92.3,21.6,74.7,1
1072,2022-06-17 10:41:47,12.3,13.6,16.5,92.5,21.6,73.4,1
1073,2022-06-17 10:56:44,16.1,17.5,16.2,92.4,21.7,70.7,1
1074,2022-06-17 11:14:30,11.8,13.1,16.4,92.5,22.0,71.1,1
1075,2022-06-17 11:28:14,14.3,15.6,15.6,92.5,21.8,67.7,1
1076,2022-06-17 11:44:53,11.7,13.0,15.8,92.6,21.8,68.8,1
1077,2022-06-17 12:02:37,14.2,15.5,16.5,92.4,21.6,73.3,1
1078,2022-06-17 12:17:31,14.2,15.5,16.4,92.4,21.9,70.7,1
1079,2022-06-17 12:34:29,12.9,14.2,15.1,92.6,21.6,67.1,1
1080,2022-06-17 12:51:51,12.7,14.0,19.6,92.6,25.1,72.3,0
1081,2022-06-17 13:08:10,17.1,18.5,20.5,92.4,33.4,47.2,0
1082,2022-06-17 13:26:30,19.0,20.4,20.8,92.3,34.2,45.8,0
1083,2022-06-17 13:42:44,20.5,21.9,21.3,92.2,34.3,47.2,0
