,Datetime,SA DPT,SA Temp,RA DPT,SA %RH,RA Temp,RA Humidity,Unit Status
402,2022-06-07 06:59:25,12.3,13.3,14.9,94.4,22.1,64.4,1
403,2022-06-07 07:09:28,12.3,13.3,14.9,94.4,22.1,64.4,1
404,2022-06-07 07:16:47,15.7,16.7,14.8,94.3,21.7,65.3,1
405,2022-06-07 07:26:50,15.7,16.7,14.8,94.3,21.7,65.3,1
406,2022-06-07 07:52:25,14.3,15.3,14.8,94.2,21.5,66.2,1
407,2022-06-07 08:02:28,14.3,15.3,14.8,94.2,21.5,66.2,1
408,2022-06-07 08:08:51,13.5,14.5,14.9,93.7,21.3,67.0,1
409,2022-06-07 08:18:54,13.5,14.5,14.9,93.7,21.3,67.0,1
410,2022-06-07 08:28:50,16.0,17.2,14.8,93.6,21.2,67.5,1
411,2022-06-07 08:38:53,16.0,17.2,14.8,93.6,21.2,67.5,1
412,2022-06-07 08:43:01,12.8,13.9,15.3,93.2,21.0,69.8,1
413,2022-06-07 08:53:04,12.8,13.9,15.3,93.2,21.0,69.8,1
414,2022-06-07 08:58:14,15.6,16.8,14.6,92.9,20.8,68.6,1
415,2022-06-07 09:08:17,15.6,16.8,14.6,92.9,20.8,68.6,1
416,2022-06-07 09:13:26,14.7,15.9,15.0,92.9,20.7,70.4,1
417,2022-06-07 09:23:29,14.7,15.9,15.0,92.9,20.7,70.4,1
418,2022-06-07 09:29:31,13.4,14.5,14.7,92.9,20.9,68.4,1
419,2022-06-07 09:39:34,13.4,14.5,14.7,92.9,20.9,68.4,1
420,2022-06-07 09:46:53,14.7,15.9,14.2,92.7,20.6,66.9,1
421,2022-06-07 09:56:56,14.7,15.9,14.2,92.7,20.6,66.9,1
422,2022-06-07 10:03:37,15.5,16.8,14.7,92.6,20.6,69.1,1
423,2022-06-07 10:13:40,15.5,16.8,14.7,92.6,20.6,69.1,1
424,2022-06-07 10:20:09,15.0,16.3,16.0,92.6,21.1,73.4,1
425,2022-06-08 00:11:00,16.6,18.0,17.6,92.5,21.7,78.0,1
426,2022-06-08 00:31:53,18.0,19.4,20.4,92.4,25.9,72.4,0
427,2022-06-08 00:47:45,18.7,20.3,20.6,91.6,26.8,69.5,0
428,2022-06-08 01:07:00,19.6,21.2,20.8,91.5,27.3,68.2,0
429,2022-06-08 01:24:18,20.2,21.8,21.0,91.5,27.5,68.0,0
430,2022-06-08 01:38:27,20.7,22.3,21.0,91.5,27.5,67.9,0
431,2022-06-08 01:55:29,21.1,22.7,21.0,91.5,27.5,68.4,0
432,2022-06-08 02:12:37,21.5,23.1,21.2,91.5,27.5,68.7,0
433,2022-06-08 02:27:48,21.7,23.3,21.2,91.5,27.5,69.2,0
434,2022-06-08 02:45:13,21.9,23.5,21.5,91.4,27.5,70.1,0
435,2022-06-08 03:01:22,22.1,23.7,21.6,91.5,27.4,71.1,0
436,2022-06-08 03:11:25,22.1,23.7,21.6,91.5,27.4,71.1,0
437,2022-06-08 03:17:40,22.4,24.0,22.0,91.5,27.3,72.8,0
438,2022-06-08 03:31:54,22.5,24.1,22.0,91.5,27.3,73.5,0
439,2022-06-08 03:46:49,22.6,24.2,22.1,91.5,27.2,73.9,0
440,2022-06-08 04:02:26,22.7,24.3,22.3,91.5,27.2,74.7,0
441,2022-06-08 04:19:21,22.8,24.4,22.3,91.5,27.2,75.2,0
442,2022-06-08 04:35:42,22.8,24.4,22.3,91.5,27.2,75.4,0
443,2022-06-08 04:49:23,22.8,24.4,22.3,91.5,27.2,75.5,0
444,2022-06-08 05:03:50,15.0,16.3,14.8,91.8,23.3,59.3,1
445,2022-06-08 05:18:54,12.9,14.2,15.4,91.9,21.6,68.2,1
446,2022-06-08 05:35:17,12.0,13.3,15.0,92.0,21.0,69.3,1
447,2022-06-08 06:16:05,14.4,15.7,15.6,91.9,20.9,71.7,1
448,2022-06-08 06:31:23,13.1,14.4,15.3,92.0,20.8,71.0,1
449,2022-06-08 06:46:35,12.1,13.4,15.3,92.1,21.0,70.0,1
450,2022-06-08 07:06:03,15.9,17.3,14.9,92.0,21.4,66.7,1
451,2022-06-08 07:22:09,14.7,16.0,14.8,92.0,21.2,67.1,1
452,2022-06-08 07:40:13,15.1,16.4,14.2,92.1,20.9,65.7,1
453,2022-06-08 07:58:42,14.6,15.9,14.1,92.1,20.8,66.3,1
454,2022-06-08 08:18:48,12.1,13.4,14.1,92.2,21.0,65.1,1
455,2022-06-08 08:34:13,13.8,15.1,13.9,92.1,20.8,65.6,1
456,2022-06-08 08:52:35,14.2,15.5,14.6,92.2,21.0,66.8,1
457,2022-06-08 09:09:05,20.1,21.5,18.7,91.8,22.0,82.3,1
458,2022-06-08 09:27:45,13.9,15.2,16.4,92.0,22.7,68.6,1
459,2022-06-08 09:43:51,14.7,16.0,15.7,92.1,23.8,60.9,1
460,2022-06-08 10:03:37,11.9,13.2,15.4,92.2,22.4,64.9,1
461,2022-06-08 10:18:54,16.3,17.7,15.3,92.0,22.0,66.1,1
462,2022-06-08 10:49:19,12.3,13.6,15.7,92.1,22.2,66.8,1
463,2022-06-08 11:05:42,12.7,14.0,14.8,92.2,23.3,59.2,1
464,2022-06-08 11:15:44,13.3,14.6,16.0,92.1,23.2,64.3,1
465,2022-06-08 11:31:13,13.6,14.9,16.4,92.1,22.9,66.9,1
466,2022-06-08 11:45:48,13.1,14.4,15.6,92.2,23.1,62.8,1
467,2022-06-08 12:01:06,15.2,16.5,15.6,92.1,23.6,60.9,1
468,2022-06-08 12:16:32,16.2,17.6,16.4,91.9,23.4,65.2,1
469,2022-06-08 12:32:11,14.8,16.1,15.3,92.1,23.0,62.1,1
470,2022-06-08 12:54:28,13.8,15.1,14.8,92.1,23.3,59.3,1
471,2022-06-08 13:10:58,12.1,13.4,15.6,92.1,23.6,61.6,1
472,2022-06-08 13:26:01,17.9,19.3,15.2,91.9,22.9,62.0,1
473,2022-06-08 13:42:15,15.5,16.8,15.2,91.9,23.2,61.3,1
474,2022-06-08 13:57:31,14.3,15.6,15.7,92.0,23.5,61.9,1
475,2022-06-08 14:15:58,13.2,14.5,16.1,92.0,23.4,63.9,1
476,2022-06-08 14:30:38,15.0,16.3,15.0,92.0,23.3,60.5,1
477,2022-06-08 14:48:59,13.9,15.2,16.5,92.0,23.3,65.7,1
478,2022-06-08 15:03:43,16.4,17.8,15.6,91.9,23.4,62.1,1
479,2022-06-08 15:20:13,13.5,14.8,14.9,92.0,23.2,60.2,1
480,2022-06-08 15:36:49,12.3,13.6,15.7,92.0,22.9,64.4,1
481,2022-06-08 15:57:04,13.3,14.6,15.6,92.0,23.1,63.4,1
482,2022-06-08 16:10:48,12.9,14.2,15.6,92.0,23.3,62.4,1
483,2022-06-08 16:25:54,12.5,13.8,15.5,92.0,23.5,61.3,1
484,2022-06-08 16:41:23,16.4,17.8,16.2,91.8,23.5,63.9,1
485,2022-06-08 16:56:12,15.1,16.4,16.5,91.8,23.5,64.8,1
486,2022-06-08 17:11:54,14.9,16.2,15.5,91.9,22.2,66.2,1
487,2022-06-08 17:27:51,15.9,17.3,15.4,91.9,21.6,67.7,1
488,2022-06-08 17:46:27,15.8,17.2,15.1,91.9,21.3,67.9,1
489,2022-06-08 18:02:28,15.6,16.9,15.3,91.9,21.0,69.7,1
490,2022-06-08 18:18:46,14.7,16.0,15.4,92.0,21.2,69.9,1
491,2022-06-08 18:53:51,16.1,17.5,16.9,91.9,21.6,74.8,1
492,2022-06-09 00:07:09,17.8,19.2,20.1,91.8,26.6,68.1,0
493,2022-06-09 00:17:12,17.8,19.2,20.1,91.8,26.6,68.1,0
494,2022-06-09 00:26:04,19.7,21.1,20.9,91.7,28.4,64.2,0
495,2022-06-09 00:36:07,19.7,21.1,20.9,91.7,28.4,64.2,0
496,2022-06-09 00:40:21,21.1,22.5,21.5,91.7,28.5,65.7,0
497,2022-06-09 00:50:24,21.1,22.5,21.5,91.7,28.5,65.7,0
498,2022-06-09 00:57:02,22.0,23.4,21.7,91.7,28.5,67.0,0
499,2022-06-09 01:07:05,22.0,23.4,21.7,91.7,28.5,67.0,0
500,2022-06-09 01:13:51,22.6,24.0,21.8,91.7,28.3,68.2,0
501,2022-06-09 01:23:54,22.6,24.0,21.8,91.7,28.3,68.2,0
502,2022-06-09 01:28:23,22.7,24.3,21.8,91.6,28.1,69.4,0
503,2022-06-09 01:38:26,22.7,24.3,21.8,91.6,28.1,69.4,0
504,2022-06-09 01:43:04,22.9,24.5,22.1,91.6,27.9,71.1,0
505,2022-06-09 01:53:07,22.9,24.5,22.1,91.6,27.9,71.1,0
506,2022-06-09 02:00:30,23.0,24.6,22.4,91.6,27.7,73.2,0
507,2022-06-09 02:10:33,23.0,24.6,22.4,91.6,27.7,73.2,0
508,2022-06-09 02:15:17,23.1,24.7,22.3,91.6,27.6,73.5,0
509,2022-06-09 02:25:20,23.1,24.7,22.3,91.6,27.6,73.5,0
510,2022-06-09 02:30:25,22.3,24.9,21.7,86.5,27.5,71.2,1
511,2022-06-09 02:40:28,22.3,24.9,21.7,86.5,27.5,71.2,1
512,2022-06-09 02:46:18,12.5,13.8,15.8,91.7,22.0,68.4,1
513,2022-06-09 02:56:21,12.5,13.8,15.8,91.7,22.0,68.4,1
514,2022-06-09 03:00:50,11.9,13.2,14.2,92.1,20.9,66.4,1
515,2022-06-09 03:10:53,11.9,13.2,14.2,92.1,20.9,66.4,1
516,2022-06-09 03:19:06,15.7,17.0,14.7,92.1,20.9,67.8,1
517,2022-06-09 03:29:09,15.7,17.0,14.7,92.1,20.9,67.8,1
518,2022-06-09 03:34:28,12.4,13.7,14.3,92.3,21.0,66.4,1
519,2022-06-09 03:44:31,12.4,13.7,14.3,92.3,21.0,66.4,1
520,2022-06-09 03:53:33,14.6,15.9,14.2,92.3,21.1,65.6,1
521,2022-06-09 04:03:36,14.6,15.9,14.2,92.3,21.1,65.6,1
522,2022-06-09 04:08:52,14.2,15.5,14.4,92.3,21.3,65.1,1
523,2022-06-09 04:18:55,14.2,15.5,14.4,92.3,21.3,65.1,1
524,2022-06-09 04:28:24,14.3,15.6,14.4,92.3,21.3,64.9,1
525,2022-06-09 04:38:27,14.3,15.6,14.4,92.3,21.3,64.9,1
526,2022-06-09 04:42:46,13.7,22.4,19.9,58.0,24.7,75.5,1
527,2022-06-09 04:52:49,13.7,22.4,19.9,58.0,24.7,75.5,1
528,2022-06-09 05:32:18,14.1,15.6,14.5,91.0,22.5,61.4,1
529,2022-06-09 05:42:21,14.1,15.6,14.5,91.0,22.5,61.4,1
530,2022-06-09 05:47:23,15.2,16.7,14.9,91.6,22.3,63.5,1
531,2022-06-09 05:57:26,15.2,16.7,14.9,91.6,22.3,63.5,1
532,2022-06-09 06:03:08,14.3,15.6,15.1,91.7,22.3,64.6,1
533,2022-06-09 06:17:12,12.8,14.1,15.8,91.9,22.5,66.6,1
534,2022-06-09 06:27:15,12.8,14.1,15.8,91.9,22.5,66.6,1
535,2022-06-09 06:32:28,15.1,16.4,16.1,91.7,22.4,68.3,1
536,2022-06-09 06:42:31,15.1,16.4,16.1,91.7,22.4,68.3,1
537,2022-06-09 06:47:19,12.5,13.8,16.2,91.9,22.0,70.1,1
538,2022-06-09 06:57:22,12.5,13.8,16.2,91.9,22.0,70.1,1
539,2022-06-09 07:02:12,13.0,14.3,16.4,92.0,21.5,73.0,1
540,2022-06-09 07:19:23,12.6,13.9,16.0,92.1,21.3,71.9,1
541,2022-06-09 07:29:26,12.6,13.9,16.0,92.1,21.3,71.9,1
542,2022-06-09 07:39:31,13.1,14.4,16.3,92.1,21.0,75.1,1
543,2022-06-09 07:49:34,13.1,14.4,16.3,92.1,21.0,75.1,1
544,2022-06-09 07:54:11,14.6,15.9,15.3,92.2,20.6,71.8,1
545,2022-06-09 08:04:14,14.6,15.9,15.3,92.2,20.6,71.8,1
546,2022-06-09 08:10:39,16.2,17.6,14.9,92.1,20.2,72.4,1
547,2022-06-09 08:20:42,16.2,17.6,14.9,92.1,20.2,72.4,1
548,2022-06-09 08:27:34,16.3,17.7,15.4,92.1,20.2,74.0,1
549,2022-06-09 08:37:37,16.3,17.7,15.4,92.1,20.2,74.0,1
550,2022-06-09 08:46:57,15.1,16.4,14.7,92.2,20.2,70.7,1
551,2022-06-09 08:57:00,15.1,16.4,14.7,92.2,20.2,70.7,1
552,2022-06-09 09:02:56,14.8,16.1,14.2,92.2,20.1,68.9,1
553,2022-06-09 09:12:59,14.8,16.1,14.2,92.2,20.1,68.9,1
554,2022-06-09 09:22:05,15.3,16.6,14.5,92.2,20.0,71.3,1
555,2022-06-09 09:32:08,15.3,16.6,14.5,92.2,20.0,71.3,1
556,2022-06-09 09:37:17,16.0,17.4,14.9,92.1,20.4,70.7,1
557,2022-06-09 09:47:20,16.0,17.4,14.9,92.1,20.4,70.7,1
558,2022-06-09 09:55:26,14.7,16.0,20.8,92.2,24.7,79.2,0
559,2022-06-09 10:05:29,14.7,16.0,20.8,92.2,24.7,79.2,0
560,2022-06-10 00:06:15,17.0,18.4,21.5,92.1,26.4,75.2,0
561,2022-06-10 00:16:18,17.0,18.4,21.5,92.1,26.4,75.2,0
562,2022-06-10 00:22:11,18.7,20.1,21.8,91.9,26.9,74.5,0
563,2022-06-10 00:32:14,18.7,20.1,21.8,91.9,26.9,74.5,0
564,2022-06-10 00:41:40,20.0,21.4,22.0,91.9,27.1,73.8,0
565,2022-06-10 00:51:43,20.0,21.4,22.0,91.9,27.1,73.8,0
566,2022-06-10 00:58:04,21.0,22.4,22.3,91.9,27.2,75.1,0
567,2022-06-10 01:08:07,21.0,22.4,22.3,91.9,27.2,75.1,0
568,2022-06-10 01:12:06,21.6,23.0,22.4,91.9,27.3,75.5,0
569,2022-06-10 01:22:09,21.6,23.0,22.4,91.9,27.3,75.5,0
570,2022-06-10 01:27:01,22.0,23.4,22.6,91.9,27.3,76.1,0
571,2022-06-10 01:37:04,22.0,23.4,22.6,91.9,27.3,76.1,0
572,2022-06-10 01:42:52,22.4,23.8,22.8,91.9,27.2,76.8,0
573,2022-06-10 01:52:55,22.4,23.8,22.8,91.9,27.2,76.8,0
574,2022-06-10 01:57:33,22.6,24.0,22.9,91.8,27.3,77.2,0
575,2022-06-10 02:07:36,22.6,24.0,22.9,91.8,27.3,77.2,0
576,2022-06-10 02:13:30,22.9,24.3,22.6,91.9,27.3,76.5,0
577,2022-06-10 02:23:33,22.9,24.3,22.6,91.9,27.3,76.5,0
578,2022-06-10 02:31:14,22.2,23.6,21.0,91.9,26.8,71.4,1
579,2022-06-10 02:41:17,22.2,23.6,21.0,91.9,26.8,71.4,1
580,2022-06-10 02:46:40,13.5,14.8,14.7,92.2,21.4,66.2,1
581,2022-06-10 02:56:43,13.5,14.8,14.7,92.2,21.4,66.2,1
582,2022-06-10 03:06:42,15.2,16.5,14.4,92.3,20.6,68.1,1
583,2022-06-10 03:16:45,15.2,16.5,14.4,92.3,20.6,68.1,1
584,2022-06-10 03:22:18,12.1,13.4,14.7,92.5,20.9,67.9,1
585,2022-06-10 03:32:21,12.1,13.4,14.7,92.5,20.9,67.9,1
586,2022-06-10 03:36:31,13.2,14.5,14.6,92.4,22.9,60.2,1
587,2022-06-10 03:46:34,13.2,14.5,14.6,92.4,22.9,60.2,1
588,2022-06-10 03:52:42,13.1,14.4,14.8,92.5,23.1,60.3,1
589,2022-06-10 04:02:45,13.1,14.4,14.8,92.5,23.1,60.3,1
590,2022-06-10 04:09:31,12.3,13.6,14.9,92.5,23.7,58.1,1
591,2022-06-10 04:19:34,12.3,13.6,14.9,92.5,23.7,58.1,1
592,2022-06-10 04:26:25,13.5,14.8,14.9,92.4,23.7,58.4,1
593,2022-06-10 04:36:28,13.5,14.8,14.9,92.4,23.7,58.4,1
594,2022-06-10 04:41:40,16.5,25.2,20.4,59.4,25.2,75.6,1
595,2022-06-10 04:51:43,16.5,25.2,20.4,59.4,25.2,75.6,1
596,2022-06-10 05:00:38,13.0,14.3,15.7,91.7,23.2,63.4,1
597,2022-06-10 05:10:41,13.0,14.3,15.7,91.7,23.2,63.4,1
598,2022-06-10 05:15:44,13.2,14.5,16.3,92.0,23.3,64.7,1
599,2022-06-10 05:25:47,13.2,14.5,16.3,92.0,23.3,64.7,1
600,2022-06-10 05:47:49,15.0,16.3,16.2,92.1,23.5,63.7,1
601,2022-06-10 05:57:52,15.0,16.3,16.2,92.1,23.5,63.7,1
602,2022-06-10 06:22:23,15.4,16.7,16.2,92.1,23.2,65.6,1
603,2022-06-10 06:32:26,15.4,16.7,16.2,92.1,23.2,65.6,1
604,2022-06-10 06:41:24,14.9,16.2,20.7,92.2,34.1,45.8,0
605,2022-06-10 06:51:27,14.9,16.2,20.7,92.2,34.1,45.8,0
606,2022-06-10 06:55:07,16.4,17.8,20.3,92.0,32.1,50.4,0
607,2022-06-10 07:05:10,16.4,17.8,20.3,92.0,32.1,50.4,0
608,2022-06-10 07:10:25,20.3,21.9,20.4,91.4,29.3,58.7,0
609,2022-06-10 07:20:28,20.3,21.9,20.4,91.4,29.3,58.7,0
610,2022-06-10 07:25:59,21.3,23.6,20.8,87.4,28.9,62.4,0
611,2022-06-10 07:36:02,21.3,23.6,20.8,87.4,28.9,62.4,0
612,2022-06-10 07:40:40,21.2,24.3,21.7,83.3,28.2,68.1,0
613,2022-06-10 07:50:43,21.2,24.3,21.7,83.3,28.2,68.1,0
614,2022-06-10 07:55:28,21.1,24.8,20.6,80.1,27.6,66.4,0
615,2022-06-10 08:05:31,21.1,24.8,20.6,80.1,27.6,66.4,0
616,2022-06-10 08:11:08,20.1,24.9,20.4,75.6,27.4,66.6,0
617,2022-06-10 08:21:11,20.1,24.9,20.4,75.6,27.4,66.6,0
618,2022-06-10 08:24:52,19.9,24.9,20.5,74.3,27.0,67.9,0
619,2022-06-10 08:34:55,19.9,24.9,20.5,74.3,27.0,67.9,0
620,2022-06-10 08:42:51,19.7,24.9,20.5,73.2,27.0,68.1,0
621,2022-06-10 08:52:54,19.7,24.9,20.5,73.2,27.0,68.1,0
622,2022-06-10 08:58:03,19.4,24.9,20.4,72.3,26.9,67.7,0
623,2022-06-10 09:08:06,19.4,24.9,20.4,72.3,26.9,67.7,0
624,2022-06-10 09:13:34,21.0,24.7,21.9,80.4,27.5,72.3,0
625,2022-06-11 00:04:17,20.6,24.8,22.4,78.5,27.5,73.9,0
626,2022-06-11 00:20:44,20.7,24.9,22.7,78.5,27.4,76.4,0
627,2022-06-11 00:35:58,21.1,25.0,22.8,78.9,27.5,76.4,0
628,2022-06-11 01:10:14,21.1,25.0,22.8,79.1,27.5,76.6,0
629,2022-06-11 01:26:43,21.1,25.1,22.8,79.3,27.5,76.5,0
630,2022-06-11 01:43:36,21.2,25.2,22.8,79.2,27.5,76.4,0
631,2022-06-11 02:02:22,21.2,25.2,22.8,79.1,27.5,76.5,0
632,2022-06-11 02:18:01,21.2,25.2,22.8,78.9,27.5,76.6,0
633,2022-06-11 02:36:44,21.2,25.2,23.1,78.8,27.6,76.9,0
634,2022-06-11 02:53:49,21.2,25.4,23.0,78.6,27.7,76.0,0
635,2022-06-11 03:08:39,21.2,25.4,23.0,78.5,27.7,75.7,0
636,2022-06-11 03:23:26,21.2,25.4,22.6,78.2,27.5,75.6,0
637,2022-06-11 03:57:29,21.2,25.4,22.6,77.8,27.5,75.6,0
638,2022-06-11 04:12:54,21.0,25.4,22.8,77.4,27.5,75.8,0
639,2022-06-11 04:29:50,21.0,25.4,22.6,77.1,27.3,76.5,0
640,2022-06-11 04:45:45,21.0,25.4,22.5,76.9,27.2,76.5,0
641,2022-06-11 05:00:27,21.0,25.4,22.7,77.2,27.1,77.3,0
642,2022-06-11 05:17:11,21.0,25.4,23.0,76.9,27.4,77.0,0
643,2022-06-11 05:46:11,21.2,25.6,23.1,77.4,28.2,74.2,0
644,2022-06-11 06:01:46,21.3,25.7,23.3,77.3,28.7,72.9,0
645,2022-06-11 06:17:47,21.4,25.8,23.2,77.5,28.8,72.5,0
646,2022-06-11 06:51:54,21.5,25.9,23.2,77.6,29.1,71.6,0
647,2022-06-11 07:07:38,21.6,26.0,23.4,77.5,29.5,70.5,0
648,2022-06-11 07:23:26,21.7,26.1,23.8,77.6,30.2,68.8,0
649,2022-06-11 07:51:18,22.0,26.4,23.8,77.5,31.2,65.6,0
650,2022-06-11 08:06:35,22.2,26.6,24.0,77.4,31.7,63.8,0
651,2022-06-11 08:22:04,22.4,26.8,24.1,77.5,32.4,61.9,0
652,2022-06-11 08:40:26,22.6,27.0,24.1,77.5,33.0,60.0,0
653,2022-06-11 08:57:51,22.8,27.2,24.1,77.3,33.3,59.0,0
654,2022-06-11 09:17:07,23.0,27.5,24.4,77.2,34.9,54.8,0
655,2022-06-11 09:37:35,23.3,27.8,24.4,77.0,35.5,53.2,0
656,2022-06-11 09:56:38,23.6,28.1,24.7,76.7,36.2,51.7,0
657,2022-06-11 10:13:34,23.8,28.5,24.6,76.4,36.4,51.6,0
658,2022-06-11 10:33:27,23.9,28.6,24.5,76.0,36.0,52.3,0
659,2022-06-11 10:49:25,24.1,28.8,24.6,75.7,35.7,53.1,0
660,2022-06-11 11:09:13,24.0,28.9,24.3,74.7,34.8,55.5,0
661,2022-06-11 11:23:56,23.6,28.8,24.3,73.7,34.1,57.5,0
662,2022-06-11 11:39:25,23.4,28.8,24.2,73.2,33.7,58.6,0
663,2022-06-11 11:55:23,23.3,28.9,24.3,72.2,33.5,59.3,0
664,2022-06-11 12:11:58,23.1,28.9,24.1,71.6,33.0,60.4,0
665,2022-06-11 12:28:09,23.0,28.8,23.9,71.0,32.5,61.3,0
666,2022-06-11 12:47:16,22.7,28.8,24.0,70.5,32.3,62.2,0
667,2022-06-11 13:02:09,22.7,28.8,23.9,69.8,32.2,61.8,0
668,2022-06-11 13:17:06,22.6,28.7,24.3,69.9,31.8,64.7,0
669,2022-06-11 13:37:20,22.5,28.6,24.0,69.7,31.4,65.6,0
670,2022-06-11 14:25:44,22.4,28.5,23.7,69.9,30.9,65.7,0
671,2022-06-11 14:40:52,22.3,28.4,23.4,69.7,30.6,66.5,0
672,2022-06-11 15:12:16,22.2,28.3,23.3,70.3,30.2,67.1,0
673,2022-06-11 15:27:52,22.4,28.2,23.2,70.7,30.1,67.5,0
674,2022-06-11 15:37:55,22.4,28.2,23.2,70.7,30.1,67.5,0
675,2022-06-11 15:44:47,22.2,28.0,22.8,71.0,29.4,68.4,0
676,2022-06-11 16:00:22,22.1,27.9,23.0,71.1,29.3,69.3,0
677,2022-06-11 16:17:12,22.0,27.8,22.8,71.2,29.1,69.6,0
678,2022-06-11 16:37:08,21.8,27.6,22.8,71.2,28.9,70.4,0
679,2022-06-11 17:20:07,21.7,27.5,22.9,71.3,28.7,70.9,0
680,2022-06-11 17:35:15,21.8,27.4,22.9,72.0,28.7,71.0,0
681,2022-06-11 17:51:47,21.7,27.3,22.7,72.2,28.5,71.6,0
682,2022-06-11 18:10:55,21.4,27.2,22.7,71.6,28.3,71.7,0
683,2022-06-11 18:25:28,21.6,27.1,22.4,72.2,28.2,71.6,0
684,2022-06-11 18:42:22,21.5,27.0,22.5,72.0,28.1,72.1,0
685,2022-06-11 18:57:27,21.4,26.9,22.4,72.2,28.0,72.2,0
686,2022-06-11 19:12:50,21.3,26.8,22.5,72.6,28.1,72.2,0
687,2022-06-11 19:30:07,21.3,26.8,22.3,72.3,27.9,72.4,0
688,2022-06-12 00:01:09,21.1,26.6,22.4,72.4,27.8,73.2,0
689,2022-06-12 00:16:32,21.2,26.7,22.2,72.3,27.8,72.5,0
690,2022-06-12 00:35:07,21.1,26.6,22.4,72.4,27.7,73.4,0
691,2022-06-12 00:51:57,21.2,26.5,22.5,73.1,27.9,72.9,0
692,2022-06-12 01:27:11,21.2,26.5,22.4,72.9,27.8,73.6,0
693,2022-06-12 01:44:40,21.1,26.4,22.7,73.1,27.6,74.7,0
694,2022-06-12 01:59:45,21.2,26.3,22.6,73.9,27.5,75.1,0
695,2022-06-12 02:19:42,21.1,26.2,22.6,73.9,27.5,75.1,0
696,2022-06-12 02:35:07,21.1,26.2,22.6,73.7,27.5,75.1,0
697,2022-06-12 02:53:33,21.1,26.2,22.7,73.7,27.6,74.7,0
698,2022-06-12 03:10:06,21.0,26.1,22.6,73.9,27.5,74.9,0
699,2022-06-12 03:24:14,21.0,26.1,22.5,73.7,27.4,75.3,0
700,2022-06-12 03:39:45,21.0,26.0,22.3,74.3,27.2,75.5,0
701,2022-06-12 03:55:55,21.0,26.0,22.5,74.1,27.2,75.9,0
702,2022-06-12 04:11:47,20.9,25.9,22.4,74.4,27.1,76.0,0
703,2022-06-12 04:26:39,20.8,25.8,22.4,73.9,27.1,76.4,0
704,2022-06-12 04:42:27,20.9,25.9,22.4,74.2,27.3,75.3,0
705,2022-06-12 04:57:52,21.5,28.5,22.4,66.4,26.8,77.3,1
706,2022-06-12 05:16:28,21.5,29.3,22.3,63.2,27.6,73.1,1
707,2022-06-12 05:50:40,18.5,21.8,21.6,82.4,27.9,68.8,1
708,2022-06-12 06:06:02,19.8,21.9,21.5,88.5,26.4,75.5,1
709,2022-06-12 06:20:11,14.6,17.0,18.6,86.4,25.2,66.9,1
710,2022-06-12 06:35:26,12.5,14.3,16.2,89.5,23.0,65.8,1
711,2022-06-12 06:49:47,11.9,13.5,14.9,90.1,22.1,64.4,1
712,2022-06-12 07:06:12,13.7,15.4,15.6,90.2,21.8,68.5,1
713,2022-06-12 07:32:26,13.8,15.5,14.7,90.5,21.4,66.5,1
714,2022-06-12 07:48:35,14.0,15.7,15.0,90.5,21.5,67.2,1
715,2022-06-12 08:04:08,12.8,14.3,14.5,90.7,21.2,66.0,1
716,2022-06-12 08:19:11,15.6,17.1,14.9,90.7,21.1,67.9,1
717,2022-06-12 08:35:13,15.0,16.5,14.6,90.7,21.0,66.8,1
718,2022-06-12 09:10:17,15.3,16.8,14.5,90.8,21.2,66.1,1
719,2022-06-12 09:28:37,12.0,13.5,14.9,90.9,21.3,67.1,1
720,2022-06-12 09:44:27,15.5,17.0,14.5,90.9,21.2,66.1,1
721,2022-06-12 10:03:17,20.1,21.7,19.1,90.7,22.4,82.6,1
722,2022-06-12 10:18:20,19.0,28.1,20.4,58.4,24.1,80.1,1
723,2022-06-12 10:36:49,13.0,15.0,15.5,88.3,23.8,60.2,1
724,2022-06-12 10:53:36,14.8,16.5,15.3,90.2,22.5,63.7,1
725,2022-06-12 11:11:44,11.9,13.4,15.5,90.7,22.2,66.3,1
726,2022-06-12 11:27:45,15.4,16.9,16.3,90.8,22.3,68.8,1
727,2022-06-12 11:42:33,15.6,17.1,15.6,90.9,22.1,67.3,1
728,2022-06-12 11:58:39,15.6,17.1,15.3,91.0,22.0,66.6,1
729,2022-06-12 12:18:14,16.2,17.7,15.3,91.1,22.0,66.5,1
730,2022-06-12 12:34:22,14.5,16.0,15.1,91.2,22.0,65.5,1
731,2022-06-12 12:53:34,12.5,14.0,15.2,91.3,21.7,67.1,1
732,2022-06-12 13:09:32,12.1,13.6,15.4,91.3,21.6,67.7,1
733,2022-06-12 13:26:42,15.4,16.9,14.9,91.2,21.6,66.6,1
734,2022-06-12 13:36:45,15.4,16.9,14.9,91.2,21.6,66.6,1
735,2022-06-12 13:43:00,12.1,13.6,15.3,91.4,21.8,67.4,1
736,2022-06-12 14:01:52,12.7,14.2,14.8,91.5,21.7,64.7,1
737,2022-06-12 14:18:06,11.6,13.1,15.1,91.5,21.6,67.3,1
738,2022-06-12 14:34:44,12.2,13.7,15.4,91.5,21.4,68.9,1
739,2022-06-12 14:50:13,14.2,15.7,14.9,91.5,21.3,67.1,1
740,2022-06-12 15:09:11,12.5,14.0,14.9,91.5,21.3,67.2,1
741,2022-06-12 15:24:33,15.2,16.7,14.8,91.4,21.0,68.1,1
